DATE,PM1,PM2,COEFF1,COEFF2
15/11/1997,0534,1757,106,105
16/11/1997,0617,1840,103,100
17/11/1997,0658,1921,96,91
18/11/1997,0739,2002,86,80
19/11/1997,0819,2044,73,66
20/11/1997,0901,2131,59,53
21/11/1997,0953,2231,47,43
22/11/1997,1059,2340,39,37
23/11/1997,1208,,37,
24/11/1997,0047,1314,38,41
25/11/1997,0149,1414,45,49
26/11/1997,0241,1504,54,59
27/11/1997,0325,1547,63,68
28/11/1997,0406,1627,72,76
29/11/1997,0444,1704,79,82
30/11/1997,0521,1741,84,86
1/12/1997,0557,1817,87,87
2/12/1997,0634,1854,87,86
3/12/1997,0713,1936,84,82
4/12/1997,0757,2022,79,76
5/12/1997,0846,2114,72,68
6/12/1997,0941,2215,64,61
7/12/1997,1045,2328,58,57
8/12/1997,1200,,56,
9/12/1997,0044,1313,58,61
10/12/1997,0151,1418,65,70
11/12/1997,0250,1516,74,79
12/12/1997,0342,1607,84,88
13/12/1997,0431,1655,91,93
14/12/1997,0516,1740,95,95
15/12/1997,0559,1822,95,94
16/12/1997,0641,1903,91,89
17/12/1997,0720,1942,85,81
18/12/1997,0758,2019,77,72
19/12/1997,0834,2057,66,61
20/12/1997,0914,2142,56,51
21/12/1997,1004,2238,46,43
22/12/1997,1105,2343,39,38
23/12/1997,1211,,37,
24/12/1997,0049,1317,38,40
25/12/1997,0151,1418,44,48
26/12/1997,0246,1512,53,58
27/12/1997,0335,1559,63,68
28/12/1997,0419,1643,73,78
29/12/1997,0501,1724,82,85
30/12/1997,0542,1804,88,91
31/12/1997,0623,1845,93,94
1/1/1998,0705,1928,94,93
2/1/1998,0749,2013,91,89
3/1/1998,0835,2101,86,82
4/1/1998,0926,2156,77,73
5/1/1998,1024,2300,68,64
6/1/1998,1132,,60,
7/1/1998,0013,1245,58,57
8/1/1998,0124,1355,58,60
9/1/1998,0229,1458,63,67
10/1/1998,0326,1553,71,75
11/1/1998,0417,1642,79,82
12/1/1998,0502,1726,85,87
13/1/1998,0545,1807,88,89
14/1/1998,0624,1844,89,88
15/1/1998,0701,1919,87,85
16/1/1998,0734,1952,82,79
17/1/1998,0807,2025,75,71
18/1/1998,0840,2100,66,61
19/1/1998,0918,2142,56,52
20/1/1998,1004,2235,47,43
21/1/1998,1104,2343,39,37
22/1/1998,1215,,36,
23/1/1998,0055,1327,37,39
24/1/1998,0204,1435,44,49
25/1/1998,0304,1532,55,61
26/1/1998,0355,1621,68,74
27/1/1998,0442,1707,81,87
28/1/1998,0526,1750,92,97
29/1/1998,0610,1833,101,104
30/1/1998,0652,1916,105,106
31/1/1998,0736,1959,105,103
1/2/1998,0820,2044,99,95
2/2/1998,0908,2133,89,82
3/2/1998,1000,2230,76,68
4/2/1998,1104,2340,62,56
5/2/1998,1218,,52,
6/2/1998,0056,1334,50,50
7/2/1998,0210,1445,52,56
8/2/1998,0315,1544,61,66
9/2/1998,0407,1631,71,75
10/2/1998,0451,1712,79,82
11/2/1998,0529,1749,85,87
12/2/1998,0604,1822,88,89
13/2/1998,0637,1854,89,88
14/2/1998,0709,1925,86,84
15/2/1998,0739,1954,82,78
16/2/1998,0809,2025,74,70
17/2/1998,0841,2100,65,60
18/2/1998,0919,2143,55,50
19/2/1998,1008,2240,45,41
20/2/1998,1114,2356,37,35
21/2/1998,1235,,35,
22/2/1998,0117,1356,38,43
23/2/1998,0231,1504,50,57
24/2/1998,0330,1559,65,74
25/2/1998,0420,1647,82,90
26/2/1998,0507,1732,97,103
27/2/1998,0552,1816,109,112
28/2/1998,0636,1858,115,116
1/3/1998,0719,1940,115,112
2/3/1998,0802,2023,108,102
3/3/1998,0847,2108,95,87
4/3/1998,0936,2201,78,70
5/3/1998,1037,2308,61,54
6/3/1998,1151,,48,
7/3/1998,0028,1313,44,43
8/3/1998,0151,1431,45,49
9/3/1998,0301,1530,54,60
10/3/1998,0353,1616,65,70
11/3/1998,0434,1653,75,79
12/3/1998,0509,1726,82,85
13/3/1998,0541,1757,87,88
14/3/1998,0610,1827,89,89
15/3/1998,0642,1857,88,87
16/3/1998,0712,1926,85,82
17/3/1998,0740,1955,79,76
18/3/1998,0811,2029,71,67
19/3/1998,0847,2109,61,56
20/3/1998,0933,2202,51,46
21/3/1998,1035,2312,41,38
22/3/1998,1155,,36,
23/3/1998,0035,1322,38,42
24/3/1998,0157,1436,48,56
25/3/1998,0302,1534,65,74
26/3/1998,0357,1624,83,92
27/3/1998,0446,1711,99,106
28/3/1998,0532,1755,112,116
29/3/1998,0716,1938,118,118
30/3/1998,0759,2020,117,114
31/3/1998,0842,2102,109,103
1/4/1998,0926,2146,95,87
2/4/1998,1014,2236,78,69
3/4/1998,1112,2339,60,52
4/4/1998,1225,,46,
5/4/1998,0058,1346,42,40
6/4/1998,0221,1506,42,45
7/4/1998,0335,1606,50,55
8/4/1998,0427,1650,60,65
9/4/1998,0508,1726,70,74
10/4/1998,0541,1757,77,80
11/4/1998,0612,1828,82,84
12/4/1998,0644,1900,85,86
13/4/1998,0716,1931,86,86
14/4/1998,0746,2000,85,83
15/4/1998,0815,2031,81,78
16/4/1998,0847,2105,74,70
17/4/1998,0925,2147,65,61
18/4/1998,1012,2240,56,51
19/4/1998,1112,2346,47,43
20/4/1998,1227,,42,
21/4/1998,0104,1352,42,46
22/4/1998,0224,1508,51,58
23/4/1998,0333,1608,66,75
24/4/1998,0430,1700,83,91
25/4/1998,0522,1747,98,104
26/4/1998,0609,1833,109,112
27/4/1998,0655,1917,113,113
28/4/1998,0739,2000,112,109
29/4/1998,0823,2043,104,98
30/4/1998,0907,2127,91,84
1/5/1998,0954,2215,76,68
2/5/1998,1048,2312,60,53
3/5/1998,1153,,47,
4/5/1998,0022,1306,43,41
5/5/1998,0135,1420,40,42
6/5/1998,0247,1524,45,49
7/5/1998,0346,1612,53,58
8/5/1998,0431,1650,62,66
9/5/1998,0508,1725,69,73
10/5/1998,0543,1759,76,78
11/5/1998,0617,1833,80,81
12/5/1998,0651,1906,82,83
13/5/1998,0723,1938,82,82
14/5/1998,0755,2012,80,79
15/5/1998,0830,2050,76,73
16/5/1998,0911,2134,70,66
17/5/1998,0959,2226,62,58
18/5/1998,1057,2327,54,52
19/5/1998,1206,,50,
20/5/1998,0038,1324,50,52
21/5/1998,0154,1438,55,61
22/5/1998,0304,1540,66,73
23/5/1998,0404,1634,79,86
24/5/1998,0458,1724,91,96
25/5/1998,0548,1811,99,102
26/5/1998,0635,1857,103,103
27/5/1998,0721,1942,102,100
28/5/1998,0806,2026,97,93
29/5/1998,0850,2109,87,82
30/5/1998,0934,2153,76,70
31/5/1998,1020,2242,63,57
1/6/1998,1114,2339,52,47
2/6/1998,1215,,44,
3/6/1998,0042,1320,41,41
4/6/1998,0145,1423,41,43
5/6/1998,0247,1521,46,49
6/6/1998,0343,1609,52,56
7/6/1998,0430,1651,60,64
8/6/1998,0512,1731,67,71
9/6/1998,0551,1808,73,76
10/6/1998,0628,1845,78,80
11/6/1998,0704,1921,81,81
12/6/1998,0740,1958,82,81
13/6/1998,0819,2039,80,79
14/6/1998,0901,2124,77,74
15/6/1998,0948,2214,71,68
16/6/1998,1042,2310,65,62
17/6/1998,1143,,60,
18/6/1998,0014,1255,59,58
19/6/1998,0126,1408,59,61
20/6/1998,0236,1513,64,68
21/6/1998,0340,1611,72,76
22/6/1998,0437,1704,81,84
23/6/1998,0530,1753,88,90
24/6/1998,0619,1840,92,93
25/6/1998,0705,1925,93,93
26/6/1998,0749,2008,91,89
27/6/1998,0831,2049,86,82
28/6/1998,0910,2128,78,73
29/6/1998,0948,2207,68,63
30/6/1998,1029,2251,58,53
1/7/1998,1119,2345,49,45
2/7/1998,1219,,42,
3/7/1998,0047,1322,40,39
4/7/1998,0150,1426,39,41
5/7/1998,0253,1525,44,47
6/7/1998,0351,1617,51,55
7/7/1998,0442,1703,60,64
8/7/1998,0526,1745,68,72
9/7/1998,0608,1826,76,79
10/7/1998,0648,1905,82,85
11/7/1998,0727,1945,87,88
12/7/1998,0807,2027,89,88
13/7/1998,0849,2111,87,86
14/7/1998,0934,2158,83,80
15/7/1998,1023,2250,76,73
16/7/1998,1119,2349,68,65
17/7/1998,1225,,61,
18/7/1998,0059,1339,59,58
19/7/1998,0212,1450,58,60
20/7/1998,0321,1553,63,66
21/7/1998,0423,1650,70,74
22/7/1998,0517,1740,78,81
23/7/1998,0606,1826,84,86
24/7/1998,0650,1909,88,89
25/7/1998,0731,1948,89,88
26/7/1998,0808,2025,86,84
27/7/1998,0842,2058,81,78
28/7/1998,0914,2130,74,69
29/7/1998,0947,2206,64,60
30/7/1998,1026,2249,55,50
31/7/1998,1115,2344,45,41
1/8/1998,1219,,38,
2/8/1998,0051,1330,36,35
3/8/1998,0201,1440,36,39
4/8/1998,0311,1543,43,48
5/8/1998,0411,1636,54,60
6/8/1998,0502,1722,66,72
7/8/1998,0547,1806,77,83
8/8/1998,0630,1848,88,92
9/8/1998,0711,1930,95,98
10/8/1998,0752,2011,100,100
11/8/1998,0833,2054,100,98
12/8/1998,0916,2139,95,91
13/8/1998,1001,2228,85,80
14/8/1998,1053,2325,73,67
15/8/1998,1157,,61,
16/8/1998,0035,1314,56,52
17/8/1998,0153,1432,51,52
18/8/1998,0308,1542,54,58
19/8/1998,0414,1641,63,68
20/8/1998,0508,1730,73,77
21/8/1998,0553,1812,81,84
22/8/1998,0632,1849,86,88
23/8/1998,0708,1924,88,88
24/8/1998,0741,1956,88,86
25/8/1998,0812,2026,84,82
26/8/1998,0841,2056,78,74
27/8/1998,0911,2127,70,65
28/8/1998,0944,2203,60,55
29/8/1998,1024,2247,50,45
30/8/1998,1116,2349,40,36
31/8/1998,1230,,33,
1/9/1998,0109,1352,33,34
2/9/1998,0230,1506,38,44
3/9/1998,0340,1607,51,58
4/9/1998,0436,1658,66,74
5/9/1998,0524,1744,81,88
6/9/1998,0609,1828,95,100
7/9/1998,0652,1911,105,108
8/9/1998,0733,1952,110,110
9/9/1998,0814,2035,109,107
10/9/1998,0856,2118,102,97
11/9/1998,0940,2206,90,82
12/9/1998,1029,2303,74,66
13/9/1998,1132,,58,
14/9/1998,0015,1253,52,47
15/9/1998,0137,1416,45,46
16/9/1998,0256,1531,49,54
17/9/1998,0405,1629,59,65
18/9/1998,0455,1714,70,75
19/9/1998,0535,1752,79,82
20/9/1998,0610,1826,85,87
21/9/1998,0641,1856,88,88
22/9/1998,0712,1927,88,87
23/9/1998,0742,1957,86,84
24/9/1998,0811,2026,81,78
25/9/1998,0840,2055,74,70
26/9/1998,0911,2128,65,60
27/9/1998,0948,2210,54,49
28/9/1998,1036,2307,44,39
29/9/1998,1144,,35,
30/9/1998,0026,1307,33,34
1/10/1998,0153,1429,37,43
2/10/1998,0309,1536,50,59
3/10/1998,0408,1631,67,76
4/10/1998,0459,1720,85,93
5/10/1998,0545,1806,100,106
6/10/1998,0629,1850,111,114
7/10/1998,0712,1933,115,115
8/10/1998,0754,2016,113,110
9/10/1998,0836,2100,105,98
10/10/1998,0920,2147,90,82
11/10/1998,1009,2243,73,65
12/10/1998,1111,2356,57,50
13/10/1998,1230,,45,
14/10/1998,0117,1352,43,44
15/10/1998,0235,1508,46,51
16/10/1998,0341,1606,56,61
17/10/1998,0430,1650,66,71
18/10/1998,0509,1727,75,78
19/10/1998,0542,1758,81,83
20/10/1998,0612,1829,85,86
21/10/1998,0644,1900,86,86
22/10/1998,0715,1931,85,84
23/10/1998,0745,2001,81,79
24/10/1998,0815,2030,76,72
25/10/1998,0747,2005,68,64
26/10/1998,0825,2048,59,54
27/10/1998,0914,2144,49,44
28/10/1998,1017,2256,40,38
29/10/1998,1132,,38,
30/10/1998,0019,1253,40,45
31/10/1998,0136,1404,52,60
1/11/1998,0239,1502,68,77
2/11/1998,0332,1555,85,93
3/11/1998,0420,1643,100,105
4/11/1998,0506,1729,110,113
5/11/1998,0551,1814,114,114
6/11/1998,0635,1859,112,108
7/11/1998,0719,1944,103,97
8/11/1998,0804,2032,90,82
9/11/1998,0853,2125,74,66
10/11/1998,0951,2231,58,52
11/11/1998,1101,2343,47,44
12/11/1998,1214,,43,
13/11/1998,0055,1326,44,47
14/11/1998,0202,1429,50,55
15/11/1998,0255,1517,59,63
16/11/1998,0336,1555,67,71
17/11/1998,0411,1629,74,77
18/11/1998,0445,1703,79,80
19/11/1998,0518,1737,82,82
20/11/1998,0552,1810,82,82
21/11/1998,0624,1841,81,80
22/11/1998,0656,1914,78,75
23/11/1998,0731,1951,72,69
24/11/1998,0812,2035,65,61
25/11/1998,0900,2128,57,53
26/11/1998,0957,2232,50,48
27/11/1998,1103,2346,47,47
28/11/1998,1218,,50,
29/11/1998,0102,1330,54,60
30/11/1998,0208,1434,67,74
1/12/1998,0305,1530,81,87
2/12/1998,0357,1622,93,98
3/12/1998,0446,1711,102,105
4/12/1998,0533,1758,107,107
5/12/1998,0619,1845,106,104
6/12/1998,0705,1930,100,96
7/12/1998,0751,2016,90,84
8/12/1998,0837,2104,77,71
9/12/1998,0926,2156,64,58
10/12/1998,1021,2256,52,48
11/12/1998,1124,,44,
12/12/1998,0000,1228,42,42
13/12/1998,0105,1332,43,45
14/12/1998,0206,1431,48,52
15/12/1998,0257,1520,56,60
16/12/1998,0340,1601,63,67
17/12/1998,0420,1640,70,73
18/12/1998,0457,1717,76,78
19/12/1998,0533,1753,80,81
20/12/1998,0608,1827,82,82
21/12/1998,0643,1903,82,81
22/12/1998,0720,1941,79,78
23/12/1998,0801,2024,75,73
24/12/1998,0847,2112,69,66
25/12/1998,0938,2208,63,60
26/12/1998,1036,2313,57,56
27/12/1998,1144,,55,
28/12/1998,0027,1258,56,58
29/12/1998,0138,1408,62,66
30/12/1998,0241,1510,72,77
31/12/1998,0337,1605,82,87
1/1/1999,0429,1656,92,95
2/1/1999,0519,1745,98,99
3/1/1999,0606,1831,100,100
4/1/1999,0651,1915,98,96
5/1/1999,0735,1957,92,88
6/1/1999,0815,2036,83,78
7/1/1999,0854,2116,72,66
8/1/1999,0936,2201,60,54
9/1/1999,1026,2257,49,44
10/1/1999,1126,,41,
11/1/1999,0002,1231,38,37
12/1/1999,0108,1339,38,40
13/1/1999,0213,1442,43,47
14/1/1999,0308,1534,52,57
15/1/1999,0354,1618,61,66
16/1/1999,0436,1658,70,74
17/1/1999,0515,1737,78,82
18/1/1999,0553,1814,84,87
19/1/1999,0630,1851,89,90
20/1/1999,0708,1929,90,90
21/1/1999,0748,2010,88,87
22/1/1999,0831,2054,84,80
23/1/1999,0918,2143,76,72
24/1/1999,1011,2241,67,63
25/1/1999,1114,2353,59,56
26/1/1999,1230,,55,
27/1/1999,0111,1347,55,57
28/1/1999,0222,1455,61,66
29/1/1999,0324,1554,72,77
30/1/1999,0419,1646,82,87
31/1/1999,0508,1733,91,94
1/2/1999,0553,1816,96,97
2/2/1999,0635,1856,97,96
3/2/1999,0713,1932,94,92
4/2/1999,0748,2005,88,84
5/2/1999,0820,2037,79,73
6/2/1999,0854,2112,67,62
7/2/1999,0933,2156,55,50
8/2/1999,1023,2255,44,39
9/2/1999,1129,,35,
10/2/1999,0008,1244,33,32
11/2/1999,0123,1401,34,37
12/2/1999,0234,1504,42,48
13/2/1999,0328,1554,54,60
14/2/1999,0413,1637,67,73
15/2/1999,0455,1717,79,84
16/2/1999,0534,1756,89,84
17/2/1999,0613,1834,97,100
18/2/1999,0652,1913,102,102
19/2/1999,0731,1952,101,99
20/2/1999,0813,2034,96,92
21/2/1999,0857,2120,86,80
22/2/1999,0948,2214,74,67
23/2/1999,1050,2325,60,55
24/2/1999,1210,,50,
25/2/1999,0050,1333,49,50
26/2/1999,0209,1447,53,58
27/2/1999,0316,1546,64,70
28/2/1999,0410,1635,76,82
1/3/1999,0456,1718,86,90
2/3/1999,0536,1756,93,94
3/3/1999,0613,1831,95,95
4/3/1999,0647,1903,94,93
5/3/1999,0718,1933,90,87
6/3/1999,0748,2003,83,78
7/3/1999,0818,2034,73,67
8/3/1999,0852,2110,61,55
9/3/1999,0931,2156,49,43
10/3/1999,1026,2302,38,33
11/3/1999,1144,,30,
12/3/1999,0026,1311,30,32
13/3/1999,0147,1427,36,42
14/3/1999,0251,1523,49,57
15/3/1999,0342,1610,65,73
16/3/1999,0428,1653,80,87
17/3/1999,0511,1734,94,100
18/3/1999,0552,1814,104,108
19/3/1999,0632,1853,110,111
20/3/1999,0712,1932,110,108
21/3/1999,0754,2014,104,98
22/3/1999,0839,2100,92,84
23/3/1999,0929,2154,76,68
24/3/1999,1033,2305,60,53
25/3/1999,1155,,48,
26/3/1999,0032,1320,45,46
27/3/1999,0155,1435,49,55
28/3/1999,0403,1633,61,66
29/3/1999,0455,1719,72,77
30/3/1999,0537,1757,81,85
31/3/1999,0614,1831,88,90
1/4/1999,0647,1903,91,91
2/4/1999,0718,1933,91,90
3/4/1999,0749,2004,88,86
4/4/1999,0819,2033,83,79
5/4/1999,0848,2103,75,70
6/4/1999,0919,2137,65,60
7/4/1999,0956,2219,54,48
8/4/1999,1045,2317,43,38
9/4/1999,1155,,34,
10/4/1999,0034,1321,32,33
11/4/1999,0157,1443,36,41
12/4/1999,0310,1546,49,56
13/4/1999,0408,1638,65,73
14/4/1999,0458,1725,81,89
15/4/1999,0545,1808,96,102
16/4/1999,0628,1851,107,111
17/4/1999,0711,1932,113,113
18/4/1999,0754,2014,112,109
19/4/1999,0837,2058,105,99
20/4/1999,0924,2145,92,85
21/4/1999,1016,2240,76,68
22/4/1999,1120,2351,60,54
23/4/1999,1239,,49,
24/4/1999,0112,1358,46,46
25/4/1999,0230,1511,49,52
26/4/1999,0338,1608,57,62
27/4/1999,0430,1653,66,71
28/4/1999,0511,1730,74,77
29/4/1999,0546,1802,80,82
30/4/1999,0618,1834,83,84
1/5/1999,0650,1905,85,84
2/5/1999,0722,1937,83,82
3/5/1999,0754,2008,80,77
4/5/1999,0824,2039,74,71
5/5/1999,0855,2114,67,63
6/5/1999,0933,2157,58,54
7/5/1999,1022,2251,49,45
8/5/1999,1125,2358,41,39
9/5/1999,1241,,39,
10/5/1999,0114,1359,41,45
11/5/1999,0227,1507,51,57
12/5/1999,0331,1604,65,72
13/5/1999,0427,1655,80,87
14/5/1999,0518,1743,94,99
15/5/1999,0605,1828,104,107
16/5/1999,0651,1913,109,110
17/5/1999,0737,1958,109,106
18/5/1999,0824,2045,102,97
19/5/1999,0912,2134,91,84
20/5/1999,1004,2228,77,70
21/5/1999,1104,2333,63,57
22/5/1999,1213,,52,
23/5/1999,0041,1322,49,47
24/5/1999,0150,1430,47,49
25/5/1999,0257,1531,52,55
26/5/1999,0354,1618,58,62
27/5/1999,0438,1657,65,68
28/5/1999,0516,1732,70,73
29/5/1999,0551,1807,75,76
30/5/1999,0625,1841,77,78
31/5/1999,0700,1915,78,78
1/6/1999,0733,1948,77,76
2/6/1999,0805,2021,74,72
3/6/1999,0839,2058,70,67
4/6/1999,0918,2141,64,61
5/6/1999,1005,2232,57,54
6/6/1999,1101,2331,51,50
7/6/1999,1206,,48,
8/6/1999,0037,1318,49,51
9/6/1999,0147,1428,54,58
10/6/1999,0256,1531,64,69
11/6/1999,0357,1627,76,82
12/6/1999,0453,1719,87,92
13/6/1999,0545,1809,97,100
14/6/1999,0635,1857,102,103
15/6/1999,0723,1945,103,102
16/6/1999,0811,2033,99,96
17/6/1999,0859,2121,91,86
18/6/1999,0948,2211,80,74
19/6/1999,1039,2304,68,62
20/6/1999,1134,,57,
21/6/1999,0001,1234,53,48
22/6/1999,0101,1335,46,45
23/6/1999,0202,1438,45,46
24/6/1999,0304,1536,48,51
25/6/1999,0400,1623,54,57
26/6/1999,0445,1704,60,63
27/6/1999,0526,1743,66,68
28/6/1999,0604,1820,71,73
29/6/1999,0641,1857,74,75
30/6/1999,0716,1932,76,77
1/7/1999,0750,2007,77,76
2/7/1999,0826,2044,76,74
3/7/1999,0904,2126,73,71
4/7/1999,0948,2212,68,66
5/7/1999,1037,2304,63,60
6/7/1999,1134,,58,
7/7/1999,0004,1239,56,56
8/7/1999,0112,1352,56,57
9/7/1999,0224,1502,60,64
10/7/1999,0332,1604,69,73
11/7/1999,0434,1701,79,84
12/7/1999,0530,1754,88,92
13/7/1999,0621,1844,95,97
14/7/1999,0710,1932,99,99
15/7/1999,0757,2018,98,96
16/7/1999,0842,2102,93,89
17/7/1999,0924,2144,84,79
18/7/1999,1004,2225,73,68
19/7/1999,1046,2311,61,56
20/7/1999,1136,,51,
21/7/1999,0005,1237,46,42
22/7/1999,0107,1341,40,38
23/7/1999,0212,1449,39,41
24/7/1999,0319,1550,44,47
25/7/1999,0417,1639,51,55
26/7/1999,0503,1721,59,63
27/7/1999,0544,1800,67,71
28/7/1999,0622,1838,74,77
29/7/1999,0659,1915,80,82
30/7/1999,0734,1951,83,85
31/7/1999,0810,2028,85,85
1/8/1999,0847,2107,84,82
2/8/1999,0928,2150,80,77
3/8/1999,1013,2239,73,69
4/8/1999,1104,2335,65,61
5/8/1999,1206,,58,
6/8/1999,0043,1322,55,54
7/8/1999,0201,1441,54,57
8/8/1999,0318,1550,60,66
9/8/1999,0423,1650,71,77
10/8/1999,0518,1743,82,87
11/8/1999,0609,1831,91,94
12/8/1999,0656,1916,97,98
13/8/1999,0738,1957,98,96
14/8/1999,0817,2035,94,91
15/8/1999,0852,2110,87,83
16/8/1999,0925,2143,77,71
17/8/1999,0959,2220,65,59
18/8/1999,1040,2307,53,47
19/8/1999,1135,,41,
20/8/1999,0008,1246,37,33
21/8/1999,0121,1401,32,32
22/8/1999,0238,1514,35,39
23/8/1999,0347,1611,44,50
24/8/1999,0438,1656,55,61
25/8/1999,0520,1737,67,72
26/8/1999,0600,1816,78,82
27/8/1999,0638,1854,86,90
28/8/1999,0714,1930,93,95
29/8/1999,0750,2008,96,96
30/8/1999,0827,2046,95,93
31/8/1999,0906,2129,90,86
1/9/1999,0949,2216,81,75
2/9/1999,1039,2311,69,63
3/9/1999,1141,,57,
4/9/1999,0023,1303,52,49
5/9/1999,0150,1430,49,51
6/9/1999,0309,1543,55,61
7/9/1999,0415,1642,67,74
8/9/1999,0509,1731,80,85
9/9/1999,0555,1815,90,93
10/9/1999,0637,1855,95,97
11/9/1999,0714,1931,97,96
12/9/1999,0748,2004,94,92
13/9/1999,0819,2035,88,84
14/9/1999,0849,2105,79,74
15/9/1999,0920,2138,68,62
16/9/1999,0955,2216,55,49
17/9/1999,1039,2308,43,37
18/9/1999,1144,,32,
19/9/1999,0025,1308,29,28
20/9/1999,0153,1430,30,34
21/9/1999,0310,1534,39,46
22/9/1999,0405,1624,53,61
23/9/1999,0450,1708,68,75
24/9/1999,0532,1750,81,87
25/9/1999,0612,1830,93,97
26/9/1999,0650,1908,101,103
27/9/1999,0728,1946,105,105
28/9/1999,0806,2026,103,101
29/9/1999,0846,2109,97,91
30/9/1999,0930,2158,85,78
1/10/1999,1021,2256,70,63
2/10/1999,1125,,55,
3/10/1999,0013,1252,50,47
4/10/1999,0142,1419,46,49
5/10/1999,0300,1532,54,60
6/10/1999,0404,1629,66,72
7/10/1999,0454,1715,78,83
8/10/1999,0536,1755,87,90
9/10/1999,0612,1830,92,93
10/10/1999,0646,1902,93,93
11/10/1999,0718,1934,91,89
12/10/1999,0748,2004,87,83
13/10/1999,0819,2034,79,75
14/10/1999,0849,2105,69,64
15/10/1999,0922,2140,58,53
16/10/1999,1001,2226,47,41
17/10/1999,1056,2333,36,32
18/10/1999,1213,,29,
19/10/1999,0101,1337,30,33
20/10/1999,0223,1449,38,45
21/10/1999,0325,1547,52,60
22/10/1999,0416,1636,68,76
23/10/1999,0502,1722,83,90
24/10/1999,0544,1804,96,101
25/10/1999,0626,1846,105,108
26/10/1999,0706,1927,109,109
27/10/1999,0747,2010,107,104
28/10/1999,0830,2056,100,94
29/10/1999,0916,2146,87,80
30/10/1999,1009,2246,72,64
31/10/1999,1016,2304,57,52
1/11/1999,1139,,48,
2/11/1999,0025,1258,48,50
3/11/1999,0139,1409,53,58
4/11/1999,0241,1506,63,68
5/11/1999,0330,1551,72,77
6/11/1999,0411,1629,80,83
7/11/1999,0446,1703,85,86
8/11/1999,0518,1735,87,87
9/11/1999,0550,1808,86,85
10/11/1999,0623,1840,83,81
11/11/1999,0655,1911,78,75
12/11/1999,0726,1942,71,67
13/11/1999,0758,2017,62,57
14/11/1999,0838,2101,52,48
15/11/1999,0928,2200,43,40
16/11/1999,1033,2313,37,36
17/11/1999,1147,,37,
18/11/1999,0032,1301,40,45
19/11/1999,0141,1406,51,58
20/11/1999,0239,1502,66,73
21/11/1999,0330,1553,81,88
22/11/1999,0417,1641,94,99
23/11/1999,0503,1726,104,107
24/11/1999,0548,1812,108,109
25/11/1999,0633,1858,108,105
26/11/1999,0719,1946,101,96
27/11/1999,0808,2038,90,84
28/11/1999,0901,2136,76,70
29/11/1999,1004,2244,63,58
30/11/1999,1114,2354,53,51
1/12/1999,1224,,50,
2/12/1999,0102,1331,51,53
3/12/1999,0205,1432,56,59
4/12/1999,0258,1521,62,66
5/12/1999,0341,1602,69,72
6/12/1999,0418,1638,74,77
7/12/1999,0453,1712,78,79
8/12/1999,0528,1747,80,80
9/12/1999,0602,1821,80,79
10/12/1999,0636,1854,77,76
11/12/1999,0709,1927,74,71
12/12/1999,0743,2002,68,65
13/12/1999,0822,2044,61,58
14/12/1999,0909,2135,54,51
15/12/1999,1002,2235,48,46
16/12/1999,1105,2343,45,46
17/12/1999,1214,,48,
18/12/1999,0055,1324,51,56
19/12/1999,0201,1429,61,68
20/12/1999,0300,1527,74,81
21/12/1999,0353,1620,87,93
22/12/1999,0444,1711,98,102
23/12/1999,0533,1800,104,106
24/12/1999,0622,1848,106,105
25/12/1999,0710,1937,103,100
26/12/1999,0759,2026,95,90
27/12/1999,0848,2116,84,78
28/12/1999,0941,2210,71,65
29/12/1999,1037,2309,59,54
30/12/1999,1137,,50,
31/12/1999,0011,1240,47,46
1/1/2000,0116,1345,46,48
2/1/2000,0218,1446,50,53
3/1/2000,0310,1535,56,60
4/1/2000,0354,1616,63,66
5/1/2000,0433,1654,69,72
6/1/2000,0510,1731,74,76
7/1/2000,0546,1806,78,79
8/1/2000,0621,1840,79,79
9/1/2000,0655,1913,79,78
10/1/2000,0729,1948,77,76
11/1/2000,0806,2027,73,71
12/1/2000,0848,2110,68,65
13/1/2000,0935,2201,61,58
14/1/2000,1029,2301,55,53
15/1/2000,1132,,52,
16/1/2000,0011,1245,52,53
17/1/2000,0126,1400,56,60
18/1/2000,0235,1506,66,72
19/1/2000,0335,1605,78,84
20/1/2000,0430,1659,90,96
21/1/2000,0522,1749,100,103
22/1/2000,0611,1837,105,106
23/1/2000,0658,1923,106,104
24/1/2000,0743,2006,101,96
25/1/2000,0826,2047,91,85
26/1/2000,0908,2129,78,72
27/1/2000,0951,2215,65,58
28/1/2000,1042,2312,52,46
29/1/2000,1143,,41,
30/1/2000,0017,1251,38,37
31/1/2000,0130,1406,38,40
1/2/2000,0239,1510,44,48
2/2/2000,0331,1557,53,57
3/2/2000,0413,1637,62,66
4/2/2000,0452,1714,71,74
5/2/2000,0528,1749,78,81
6/2/2000,0604,1823,83,85
7/2/2000,0638,1856,87,88
8/2/2000,0712,1930,88,87
9/2/2000,0747,2006,86,84
10/2/2000,0826,2046,81,77
11/2/2000,0909,2132,73,69
12/2/2000,0959,2226,64,59
13/2/2000,1100,2334,55,51
14/2/2000,1216,,50,
15/2/2000,0057,1341,50,53
16/2/2000,0218,1454,57,64
17/2/2000,0325,1555,71,78
18/2/2000,0421,1648,85,91
19/2/2000,0511,1736,97,101
20/2/2000,0558,1820,104,106
21/2/2000,0640,1902,106,105
22/2/2000,0720,1939,103,99
23/2/2000,0757,2014,95,89
24/2/2000,0831,2047,83,76
